uid,descriptor,vocabulary,description,name_displayname,lat,long,birth_year_yyyy,death_year_yyyy,feature_type,year_started_yyyy,year_ended_yyyy,occupation
18487308,"Rajah, V. K.",_People,"Attorney-General of Singapore from June 2014 to January 2017. He was once the managing partner of the law firm Rajah & Tann. He was appointed Senior Counsel in 1997, Judicial Commissioner of the Supreme Court of Singapore on 2 January 2004, Judge of the Supreme Court of Singapore on 1 November 2004, and Judge of Appeal of the Supreme Court of Singapore on 11 April 2007. He retired in January 2017.",V. K. Rajah,na,na,1957,na,na,na,na,Judge | Lawyer
18552086,"Rajalingam, Rajathurai",_People,"Teacher who joined the Education Service in 1951 and taught in St. Patrick's School (1951), Tanjong Rhu Boys' School (1951-1964), Siglap Primary School (1964-1967) and Guillemard Integrated Primary School (1967-1981). Writer in Hindu Studies at Curriculum Development Institute of Singapore (CDIS) (1981-1983). Also published a number of short stories anthologies, such as ""Playthings of karma"" (2001) and ""Tapestry of life"" (2003).",Rajathurai Rajalingam,na,na,1928,2013,na,na,na,Teacher | Writer
18605555,"Rajamanikam, K.",_People,"Trainer, writer and editor with Trilife Writing Success (since 1996). He is also a teacher and national award-winning writer and playwright who had written short stories, plays and English educational supplementary books for students. The short stories written by him include ""Between Lives"" (1989) which won the third prize in the National Short Story Writing Competition.",K. Rajamanikam,na,na,na,na,na,na,na,Teacher | Writer | Editor | Playwright
18541114,"Rajan, Uma",_People,"Director of Music for the Ramakrishna Sangeetha Sabha, Singapore (1979), Director of School Health Service at the Ministry of Health (1991-1998), and Director of Man Fut Tong Nursing Home (2001-2008). She was one of the first charter members of National Arts Council when it was established in 1991. She was also a trained bharatanatyam dancer.",Uma Rajan,na,na,1940,na,na,na,na,Doctor | Dancer
18607589,"Rajaratnam, P.",_People,"Deputy Commissioner of Police (till 1971) and later, Director of Corrupt Practices Investigation Bureau (1971-1982). He also served as a member of the National Sports Promotion Board (appointed in 1971), and adviser and acting director of Brunei's Anti-Corruption Bureau (till 1984).",P. Rajaratnam,na,na,na,1984,na,na,na,Police officer | Civil servant
18338375,"Rajaratnam, S.",_People,"A founding member of the People’s Action Party, he was appointed the first Foreign Minister of independent Singapore (1965-1980). He also served as Minister for Labour (1968-1971), Second Deputy Prime Minister (Foreign Affairs) (1980-1985) and Senior Minister, Prime Minister's Office (1985-1988). He was the Member of Parliament for Kampong Glam constituency (1959-1988). He wrote the National Pledge of Singapore in 1966.",S. Rajaratnam,na,na,1915,2006,na,na,na,Cabinet Minister | Member of Parliament | Politician | Journalist
18616295,"Rajaratnam, S. (Artificial limb maker)",_People,Artificial limb maker with the General Hospital in Kuala Lumpur (1945-1953). He set up the first limb and appliance centre at the Singapore General Hospital (later known as Artificial Limb Centre) in 1953. He later ran the Raja Limb Centre (F.E.) Pte Ltd located at Mount Elizabeth Medical Centre.,S. Rajaratnam (Artificial limb maker),na,na,1921,na,na,na,na,na
18587776,"Rajhans, B. S.",_People,"Indian film director who was brought to Singapore, and was regarded as the founding father of Malay cinema. He made 20 films for Shaw Brothers between 1947 and 1953, and thereafter five films for Cathay-Keris Films. His first film was Laila Majnun, which was released in 1933.",B. S. Rajhans,na,na,na,1957,na,na,na,Movie director
18607621,"Rajoo, S.",_People,Member of Legislative Assembly and later Member of Parliament for Farrer Park (1963-1968).,S. Rajoo,na,na,na,na,na,na,na,Member of Parliament
18517122,Rama Kannabiran,_People,Award winning Tamil short story writer. He won the 1990 South-east Asian Write Award for Singapore.,Rama Kannabiran,na,na,na,na,na,na,na,Writer | Teacher
18555030,"Ramachandran, G.",_People,"Businessman. Son of entrepreneur P. Govindasamy Pillai, he started his own company P Govindasamy Pillai & Sons Pte Ltd in 1979. He held several positions, including President of the Indian Chamber of Commerce (1966-68, 1973-74, 1982-86), Chairman of the Citizenship Advisory Board and Hindu Endowment Board, and Trustee of the Singapore Indian Association.",G. Ramachandran,na,na,1931,na,na,na,na,Entrepreneur
18517903,"Ramachandran, R.",_People,"Librarian. His career with the National Library began in 1969, and he went on to head various departments, culminating in his appointment as Director of National Library. In 2004, he was elected the Secretary-General of the International Federation of Library Associations. He is currently Executive Director of the National Book Development Council of Singapore.",R. Ramachandran,na,na,1942,na,na,na,na,Librarian
18532455,Ramakrishna Mission Singapore,_Organisations,"A branch of the Ramakrishna Order of India, the Mission operates a range of community services, from counselling, kindergarten classes, running a boys' home and dormitory, to spiritual and cultural activities, yoga classes and homeopathy. It started in Singapore in 1928 and was originally based at Norris Road. The mission then moved to the Bartley Road building that was opened in 1950.",Ramakrishna Mission Singapore,na,na,na,na,na,1928,na,na
18586115,Ramakrishna Mission Temple (Place),_GeoBuildings,"Temple situated on the grounds of the Ramakrishna Mission, a religious and charitable organisation in Singapore. It was built with funds sponsored by the Singaporean philanthropist, P. Govindasamy Pillai, and opened on 31 October 1952.",na,1.34376,103.879901,na,na,temple,na,na,na
18560634,Raman Daud,_People,"Malay language author in Singapore and journalist with Berita Harian. Author of ""Modern ASEAN Plays"" and ""Perjalanan mas: Memoir Muhammad Ariff Ahmad"". President of Persatuan Wartawan Melayu or Malay Journalists' Association (1990)",Mohd Raman Daud,na,na,na,na,na,na,na,Journalist | Playwright
18587779,"Raman, P. S.",_People,"Civil servant and diplomat. He joined the Department of Broadcasting in 1954, becoming acting director in 1965. He joined the foreign service and served as Singapore’s ambassador to Indonesia in 1968 and to the Soviet Union (1971-76). He was also concurrently the ambassador for Romania, Bulgaria, Poland, Hungary and Finland.",P. S. Raman,na,na,1920,1976,na,na,na,Diplomat
18620299,Ramanathan Vairavan,_People,"Software engineer by training who wrote poetry, short stories, and essays in Tamil Murasu, Tamil Nesan and internet magazines. He published the short story collection ""Punnakaikkum Iyandirangal"" in 2008 and won the Tamil-language category of the Singapore Literature Prize in 2012 for his poem collection ""Kavithai Kuzhanthaikal"" (Poetic Children).",Ramanathan Vairavan,na,na,1962,na,na,na,na,na
18607612,"Ramani, Radakrishnan",_People,Member of the Legislative Council of the Federation of Malaya (1948-1954). He was the Permanent Representative of Malaysia to the United Nations (since 1964) and was elected President of the United Nations Security Council in 1965.,Radakrishnan Ramani,na,na,1901,1970,na,na,na,Diplomat | Lawyer
18533944,"Ramaswamy, Sellappa",_People,Member of Legislative Assembly for Bukit Merah (1959-1966) and Member of Parliament for Crawford (1966-1967) and Potong Pasir (1968-1972). He also served as the political secretary to the Ministry of Defence.,Sellappa Ramaswamy,na,na,na,na,na,na,na,Member of Parliament
18345980,Rambai Road,_Geographics,A road located off Koon Seng Road; connects Koon Seng Road to Duku Road. Renamed from Lorong 208 East Coast in 1934 after a local fruit.,na,1.3112664,103.9051931,na,na,street,na,na,na
18347217,Rambutan Road,_Geographics,A road located off Joo Chiat Place. It was named in 1934 after a local fruit.,na,1.3135251,103.905052,na,na,street,na,na,na
18587782,"Ramli, A.",_People,"One of the Pop Ye Ye singers in the 1960s who recorded 20 albums. He was a member of the guitar group ‘The Siglap Five’ in the 1950s. He was also with groups like The Rhythm Boys, The Click Four, The Times Orchestra and The Clans.",A. Ramli,na,na,1948,1996,na,na,na,Singer
18339542,Ramli Sarip,_People,"Singaporean rock legend, affectionately known as ‘Papa Rock’ among fans. He first became popular with his group Sweet Charity in the late 70s. He went solo in 1989 and has released 12 solo albums with an average sale of 100,000 original copies per album.",Ramli Sarip,na,na,1952,na,na,na,na,Singer | Musician
18560419,"Ramos-Shahani, Leticia V.",_People,University lecturer in the Philippines and New York from the 1950s to 1967. Served as The Philippines' Ambassador to Australia (1981-1986). Became a Philippine senator in 1987.,Leticia Ramoss-Shahani,na,na,1929,na,na,na,na,Academic | Diplomat | Politician
18560428,"Ramsey, Jeremy",_People,"British-born artist who came to Singapore and Malaysia to work in 1956, first for the Borneo Company, then as a disc jockey ‘Gary Love’ in the 1960s, and later as the Managing Director of Rolex (Singapore). He first exhibited his paintings at the Empress Place Museum in 1994, but has gone on to hold solo and joint exhibitions of his works internationally. Served as the President of the Modern Art Society (Singapore) and a board member of the Singapore Tyler Print Institute since its formation.",Jeremy Ramsey,na,na,1932,na,na,na,na,Business person | Artist
18346061,Ramsgate Road,_Geographics,A road located off Mountbatten Road. It was named after an English seaside town.,na,1.2987104,103.8898073,na,na,street,na,na,na
18344886,Rangoon Lane,_Geographics,"A road located off Rangoon Road, opposite Oxford Road.",na,1.3164108,103.8536378,na,na,street,na,na,na
18344887,Rangoon Road,_Geographics,"A road located off Serangoon Road opposite Kitchener Road. It was named after the administrative capital of Burma. Known in Hokkien as 'na tau hang' meaning 'na tau lane'. According to the Douglas Dictionary, 'na tau"" is the name of a plant with prickly leaves, the pandanus or screwpine.",na,1.3150974,103.8537064,na,na,street,na,na,na
